source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,month,year
Seattle Times,http://www.seattletimes.com/seattle-news/weather/weather-brings-lightning-display-to-area-mudslide-to-cougar-mountain-subdivisions/,7878,2008-07-03 10:30:00,,166th Avenue Southeast,"Hundreds of people worked throughout the day Thursday to clear the remains of an enormous mudslide that sent a stream of water, mud and rocks streaming through several Cougar Mountain subdivisions.",166th Avenue Southeast,1km,mudslide,downpour,small,above_road,0.0,0.0,,http://static.seattletimes.com/wp-content/uploads/2008/07/2008032696-300x0.jpg,,glc,7878.0,United States,US,Washington,10380.0,Newcastle,3.04757,06/28/2016 07:24:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1185,47.5498,7,2008
Oregon DOT,,8826,2011-01-19 04:39:00,,"US 20, milepost 44",,"US 20, milepost 44",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8826.0,United States,US,Oregon,8925.0,Sweet Home,24.38047,07/08/2016 05:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4302,44.3998,1,2011
CBS8,http://www.cbs8.com/story/30914831/del-mar-roadway-closed-after-landslide,9189,2016-01-07 00:00:00,,Camino Del Mar north of Carmel Valley Road and south of Del Mar Heights Road,"Southbound lanes on Camino Del Mar north of Carmel Valley Road and south of Del Mar Heights Road/4th Street are closed until further notice, including the bike lane. Only one northbound lane in this area is open.  The road closure is in response to the erosion of a section of the bluff in Anderson Canyon, which sloughed off. While the roadway remains intact, the impacted area is immediately adjacent to the western edge of the road pavement. Additionally,  Also, a section of underground storm drain pipe on the west-side of the Camino Del Mar roadway is also damaged. There have been no injuries to persons or property.  Crews are working to re-route the storm water flows that normally use the affected pipe while also working to protect the other nearby utility pipes in the immediate vicinity.  Estimates are not yet available for either the cost or required time for the necessary repair work.",Camino Del Mar north of Carmel Valley Road and south of Del Mar Heights Road,1km,landslide,unknown,small,below_road,0.0,0.0,,http://kfmb.images.worldnow.com/images/9604757_G.jpg,,glc,9189.0,United States,US,California,4161.0,Del Mar,3.09577,07/26/2016 04:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.2404,32.9411,1,2016
Oregon DOT,,8082,2015-12-10 21:44:00,,"OR 6, milepost 40",,"OR 6, milepost 40",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8082.0,United States,US,Oregon,1777.0,Banks,12.07094,06/30/2016 07:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.2668,45.6372,12,2015
KOMO,http://www.komonews.com/news/local/Evacuations-under-way-as-mudslide-flooding-hit-rural-Jefferson-Co-291072751.html,6744,2015-02-06 01:00:00,,near Shorewood Road and Kelly Road in Brinnon,"Emergency responders initially rushed to the area near Shorewood Road and Kelly Road in Brinnon, off Duckabush Road, at about 1 a.m. Friday after receiving reports of a mudslide, said a spokeswoman for the Jefferson County Department of Emergency Management. The slide reportedly blocked the road and damaged five or six homes.",near Shorewood Road and Kelly Road in Brinnon,1km,mudslide,downpour,medium,unknown,0.0,0.0,,,,glc,6744.0,United States,US,Washington,1105.0,Seabeck,8.34513,02/09/2015 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.9374,47.6543,2,2015
lakeconews.com,http://lakeconews.com/content/view/10815/764/,1258,2009-10-13 00:00:00,,"Elk Mountain Road at Soda Creek, Lake County, California","Lake County's Department of Public Works reported that Elk Mountain Road at Soda Creek was closed during the day to all traffic due to a landslide. The road was expected to be reopened by midnight Wednesday morning. Tuesday's heavy rains were welcomed by many around the county, but the big fall storm also brought with it car crashes, landslides and downed trees.","Elk Mountain Road at Soda Creek, Lake County, California",5km,landslide,downpour,medium,burned_area,0.0,,,,,glc,1258.0,United States,US,California,1052.0,Upper Lake,16.85103,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.9465,39.3138,10,2009
themapleleafer,http://www.themapleleafer.com/2010/12/list-of-landslides-on-the-burke-gilman-trail/,2835,2010-12-12 00:00:00,,"north of Matthews Beach(beach not town), near 97th st intersection, Burke-Gilman trail, Seattle, WA",Just past 97th St intersection: covering most of trail (just north of Matthews Beach) [small]. Occurred sometime over the weekend.,"north of Matthews Beach(beach not town), near 97th st intersection, Burke-Gilman trail, Seattle, WA",1km,landslide,downpour,small,unknown,0.0,,,,,glc,2835.0,United States,US,Washington,22707.0,Inglewood-Finn Hill,3.8834,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.274,47.7004,12,2010
Omak-Okanogan County Chronicle,http://www.omakchronicle.com/news/2015/feb/10/warmer-weather-and-heavy-rain-prompts-mudslides/,6769,2015-02-09 09:00:00,,Highway 153 near Pateros,"A Transportation spokesman said debris, including, mud and rocks flowed over the roadway but, “it wasn’t that big of a deal.”",Highway 153 near Pateros,5km,debris_flow,rain,small,above_road,0.0,0.0,,,,glc,6769.0,United States,US,Washington,2370.0,Brewster,10.85469,02/12/2015 09:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.9064,48.0467,2,2015
Oregon DOT,,8262,2014-12-20 13:12:00,,"OR 6, milepost 9",,"OR 6, milepost 9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8262.0,United States,US,Oregon,4935.0,Tillamook,13.07311,07/05/2016 06:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.6863,45.4922,12,2014
seattlepi,http://www.seattlepi.com/local/article/Mudslide-hits-railroad-tracks-downtown-3534415.php,4348,2012-05-03 23:00:00,,"King street Amtrak Tunnel, Seatttle, WA","A mudslide hit railroad tracks along the waterfront in downtown Seattle on Thursday night, halting all Sounder Northline service from Everett, Mukilteo, and Edmonds to Seattle. Burlington Northern Santa Fe spokesman Gus Melonas says heavy rain caused the slide that covered about 50 feet of track up to 4 feet deep near the north portal of the King Street tunnel.  Read more: http://www.seattlepi.com/local/article/Mudslide-hits-railroad-tracks-downtown-3534415.php#ixzz2GJtbkHEk","King street Amtrak Tunnel, Seatttle, WA",1km,landslide,downpour,medium,unknown,,,,,,glc,4348.0,United States,US,Washington,608660.0,Seattle,0.88213,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.33,47.5984,5,2012
Oregon DOT,,8523,2012-12-09 17:29:00,,"US 101, milepost 56",,"US 101, milepost 56",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8523.0,United States,US,Oregon,1286.0,Bay City,4.46067,07/07/2016 02:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9064,45.5609,12,2012
seattletimes.nwsource,http://seattletimes.nwsource.com/html/localnews/2014490066_apwamudslide2ndldwritethru.html,3215,2011-03-13 13:00:00,,"tracks between Ridgefield and Felida, WA","Three mudslides in Washington have knocked out rail service on lines south and north of Seattle.  BNSF spokesman Gus Melonas (muh-LOH'-nus) says two of the slides on Sunday occurred near Everett. One of the slides hit Sunday morning and buried one of the two BNSF main line tracks.  Also near Everett on Sunday, another train hauling intermodal containers from Chicago struck a slide that impacted a line north of Seattle. Officials placed a 24 hour moratorium on rail service between Seattle and Everett, starting at 1:55 p.m. Sunday.  Melonas says a third slide occurred between Ridgefield and Felida, near Vancouver. Passenger operations were suspended for 48 hours starting at 1 p.m. Sunday.  Heavy rain caused more than 20 incidents for rail officials in Washington this winter.","tracks between Ridgefield and Felida, WA",10km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3215.0,United States,US,Washington,4763.0,Ridgefield,5.96943,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7346,45.7617,3,2011
Oregon DOT,,8794,2011-03-26 13:29:00,,"US 20, milepost 74.8",,"US 20, milepost 74.8",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8794.0,United States,US,Oregon,2038.0,Sisters,35.10086,07/08/2016 05:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.9399,44.4366,3,2011
SignalSCV,http://www.signalscv.com/archives/146906/,9157,2016-01-05 00:00:00,,Crescent Valley,A skip loader moves mud away from the entrance to Crescent Valley Mobile Home Park on Tuesday morning. The park on The Old Road in Newhall was hard hit by the Calgrove fire last June. Signal photo by Dan Watson,Crescent Valley,exact,mudslide,rain,medium,other,0.0,0.0,,http://media.morristechnology.com/webmedia/upload/santa_clarita/article/2016/01/05/0106_rain2.jpg,,glc,9157.0,United States,US,California,176320.0,Santa Clarita,4.46743,07/25/2016 03:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.5393,34.3515,1,2016
Oregon DOT,,8593,2012-04-24 02:22:00,,"OR 138, milepost 24",,"OR 138, milepost 24",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8593.0,United States,US,Oregon,473.0,Fossil,20.89584,07/07/2016 03:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.4526,44.9135,4,2012
Oregon DOT,,8530,2012-12-02 08:32:00,,"OR 501, milepost 6",,"OR 501, milepost 6",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8530.0,United States,US,Oregon,4584.0,Philomath,33.05625,07/07/2016 02:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.6314,44.3104,12,2012
Oregon DOT,,7973,2016-03-12 17:59:00,,"OR 58, milepost 53",,"OR 58, milepost 53",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,7973.0,United States,US,Oregon,3205.0,Oakridge,25.93813,06/30/2016 04:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1757,43.6396,3,2016
Oregon DOT,,8611,2012-03-30 13:07:00,,"OR 241, milepost 10.5",,"OR 241, milepost 10.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8611.0,United States,US,Oregon,1444.0,Bunker Hill,13.75895,07/07/2016 04:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.0499,43.4066,3,2012
KIRO 7,http://www.kiro7.com/news/storm-knocks-out-power-thousands-causes-major-floo/19110671,9015,2015-12-09 00:00:00,,US 12 between Naches and Packwood,US 12 is closed between Packwood and Naches because of debris.,US 12 between Naches and Packwood,50km,debris_flow,flooding,medium,above_road,0.0,0.0,,,,glc,9015.0,United States,US,Washington,1191.0,Tieton,32.38514,07/18/2016 06:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.171,46.647,12,2015
Oregon DOT,,8790,2011-04-05 03:02:00,,"US 30, milepost 6.3",,"US 30, milepost 6.3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8790.0,United States,US,Oregon,6009.0,West Haven,6.53946,07/08/2016 04:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7604,45.5761,4,2011
Oregon DOT,,8853,2011-01-15 21:20:00,,"OR 47, milepost 50.5",,"OR 47, milepost 50.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8853.0,United States,US,Oregon,2151.0,Vernonia,13.22651,07/08/2016 06:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1857,45.9776,1,2011
seattlepi,http://www.seattlepi.com/local/6420ap_wa_railroad_mudslide_edmonds.html,1559,2010-03-12 06:15:00,,"railroad track along Puget Sound at Richmond Beach, north of Seattle, WA",Amtrak and Sound Transit Sounder passenger trains are running again on a stretch of railroad tracks north of Seattle that was closed because of a mudslide.  Burlington Northern Santa Fe spokesman Gus Melonas (mel-OWN'-us) said Sunday that the commuter train service along Puget Sound resumed at 6:15 a.m.  Passenger trains had been blocked for 48 hours as a precaution after the slide was detected by a sensor fence at 6:15 a.m. Friday. Debris covered one of two parallel tracks 2 feet deep along 20 feet.,"railroad track along Puget Sound at Richmond Beach, north of Seattle, WA",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,1559.0,United States,US,Washington,1307.0,Woodway,3.28408,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.387,47.7668,3,2010
Go Lake Chelan,http://www.golakechelan.com/heavy-rain-causes-rock-and-mudslide-blocking-us-97-north-of-chelan/,9072,2016-07-19 00:00:00,,"McNeil Canyon Road, Douglas County, Washington, USA",There is also a report of rock and mudslide on McNeil Canyon Road in Douglas County. Crews are on the scene and expect to have the road re-opened just after 7 p.m.,"McNeil Canyon Road, Douglas County, Washington, USA",5km,mudslide,downpour,medium,above_road,0.0,0.0,,,,glc,9072.0,United States,US,Washington,3890.0,Chelan,8.70619,07/20/2016 03:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.9011,47.8311,7,2016
news.sierrawave,http://news.sierrawave.net/index.php?option=com_content&view=article&id=3690:massive-mudslide-closes-highway-395&catid=6&Itemid=200021,2337,2010-08-26 15:00:00,,"rt 395, Dunmovin area between Olancha and Coso, Ca","26 August 2010 15:06   Thursday afternoon water, mud and debris rushed down a canyon in the Sierra over Highway 395 in the Dunmovin' area south of Olancha. A big rig was washed off the highway. 395 remained closed as Caltrans organized a major clean-up effort.  Susan Lent, Caltrans PIO, said that hard closures were set northbound at Coso Rest Area and southbound at Olancha.   Thursday, traffic was backed up in both directions on 395. In late afternoon, there was no estimate of when the highway would re-open or if a detour would be available. Caltrans Director Tom Hallenbeck said that it was estimated that a four-foot wall of mud and mudslide-truckdebris  200 yards wide had washed onto the highway.  Reports continued to come in that a heavy flow of water relentlessly flowed down from a canyon area in the Sierra.  Caltrans and others continued the tough job to try to clear all the debris.  Again, traffic was being escorted through in both directions.","rt 395, Dunmovin area between Olancha and Coso, Ca",10km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2337.0,United States,US,California,1099.0,Inyokern,50.6504,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.9771,36.0833,8,2010
kval,http://www.kval.com/news/local/Power-knocked-out-again-near-Reedsport-137673228.html,4151,2012-01-19 00:00:00,,"Highway 38 between Scottsburg and Reedsport, OR","DOUGLAS COUNTY, Ore. -- Hwy 38 is closed Thursday due to weather related events. The stretch of highway between Scottsburg and Reedsport has been shut down due to water in the roadway and heavy debris flow in the Umpqua River. ODOT says that a sinkhole opened up between Scottsburg Park and Loon Lake Road east of Reedsport. More than 1,000 yards of material eroded from the highway.","Highway 38 between Scottsburg and Reedsport, OR",5km,other,downpour,small,unknown,0.0,,,,,glc,4151.0,United States,US,Oregon,4154.0,Reedsport,19.686,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8607,43.6572,1,2012
kirotv.com,http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/#http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/,5927,2014-03-05 00:00:00,,"9825 Prather Rd SW Centralia, WA 98531","In Thurston County, crews have been battling a mudslide on Prather Road Southwest near Grunenfelder Road Southwest.  Water, mud and debris have continued to slide in the area since an initial slide on Feb. 18 occurred after a series of heavy rainstorms swept through the region.   ","9825 Prather Rd SW Centralia, WA 98531",1km,mudslide,downpour,large,unknown,0.0,0.0,,,,glc,5927.0,United States,US,Washington,2388.0,Rochester,5.23331,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.0886,46.775,3,2014
CBS Los Angeles,http://losangeles.cbslocal.com/2014/11/21/rain-triggers-debris-flow-in-glendora-neighborhood/,6389,2014-11-21 02:11:00,,1100 block of Easley Canyon Road,The rain also triggered a debris flow that blocked the entrance to a gated community and damaged a house in the 1100 block of Easley Canyon Road.,1100 block of Easley Canyon Road,1km,debris_flow,downpour,medium,burned_area,0.0,0.0,,http://www.dailynews.com/apps/pbcsi.dll/storyimage/LA/20141121/NEWS/141129921/AR/0/AR-141129921.jpg,,glc,6389.0,United States,US,California,50073.0,Glendora,2.31158,12/08/2014 04:08:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.8622,34.1587,11,2014
Oregon DOT,,8636,2012-03-21 17:43:00,,"OR 138, milepost 19",,"OR 138, milepost 19",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8636.0,United States,US,Oregon,7810.0,Sutherlin,9.06102,07/07/2016 05:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.4033,43.4379,3,2012
pnwlocalnews,http://www.pnwlocalnews.com/south_king/fwm/news/121927763.html,3496,2011-05-14 09:00:00,,"Dash Point rd., between 26th Avenue SW and 30th Avenue SW, Federal Way, WA","May 16 2011  In just over 48 hours, rainfall records around the Puget Sound were shattered.  At Sea-Tac airport, 0.97 inches were recorded for Saturday, and 0.81 inches fell Sunday. The previous records for May 14 and 15 were 0.53 inches in 2001, and 0.56 inches in 2006, respectively. According to the National Weather Service, Sea-Tac airport has already received 2.60 inches of rain for the month of May — about one and a half times the average total May rainfall of 1.78 inches.  Around the region, the rain came down ceaselessly. Here in Federal Way, the endless barrage of water led to a mudslide on Dash Point Road on Saturday morning. City public works director Marwan Salloum said the mudslide on Dash Point is an unusual occurrence for the area.  “That was a unique situation due to the heavy rain we received (Friday) night,” he said. “The roadway has a drainage system that collects the water, but the ditch was overflowing to the point that the water found another path into a ravine tha","Dash Point rd., between 26th Avenue SW and 30th Avenue SW, Federal Way, WA",1km,complex,downpour,small,unknown,0.0,,,,,glc,3496.0,United States,US,Washington,89306.0,Federal Way,4.18122,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3679,47.3236,5,2011
